Department_Code,Course_Number,Course_Name,Course_Description,Course_Credits,Course_Prerequisits
CHEM,3131,Analytical Chemistry II,Instrumental methods of analysis. Separation| detection| and quantification techniques are covered| using eletrochemical| spectrochemical| and chromatographic methods.,0.5,Chemistry 2111 or 2411
CHEM,3210,Genes and Genomics,Topics covered include: genomic technologies; locating genes within a genome sequence and determining their function; transcriptomes and proteomes; eukaryotic nuclear genomes; the human genome; epigenomics; pharmacogenomics and personalized medicine; behavioural and nutritional genomics; ethical and social implications of genomics.,0.5,Chemistry 3251/Biology 3252
CHEM,3231,Organic Chemistry III,The major theme for this course will be organic reaction mechanisms. Material will be presented from a physical organic perspective. Emphasis will be placed on relating structure to reactivity. Topics will be chosen from: Chemical Bonding and Molecular Structure; Pericyclic Reactions; Kinetic vs. Thermodynamic Control of Reaction Pathways; Neighbouring Group Participation; Linear Free Energy Relationships; Reactive Intermediates; Organic Photochemistry; additional topics as time permits.,0.5,Chemistry 2231
CHEM,3251,Biochemistry I,Chemistry and metabolism of monosaccharides| disaccharides and polysaccharides. Chemistry of amino acids and proteins. Structure and reaction of fatty acids| triacylglycerols and phospholipids. Structure and properties of nucleotides and polynucleotides of DNA and RNA.,0.5,Chemistry 2231
CHEM,3271,Biochemistry II,Enzyme kinetics. Mechanism of enzyme reactions. Biosynthesis of terpenes and steroids. Sequence determination of DNA and RNA using electrophoretic methods. Chemical synthesis of polynucleotides. DNA replication. Protein synthesis.,0.5,Chemistry 3251
CHEM,3371,Inorganic Chemistry II,"Organometallic chemistry of the transition metal elements. Basic principles of organometallic chemistry| including structural geometry and the various forms of structural isomerism| hard/soft acid/base theory| electron counting and the ""18-electron"" rule and discussions on metal-ligand interactions using a molecular orbital approach; common classes of ligands observed in organometallic chemistry; reactions of organometallic compounds| including ligand substitution reactions| insertion/elimination reactions| and nucleophilic/electrophilic attack on coordinated ligands; parallels between main group and organometallic chemistry| including the isolobal analogy and metal-metal bonds.",0.5,Chemistry 2351
CHEM,3431,Polymer Chemistry,Introduction to macromolecules; natural and synthetic polymers; free radical and ionic polymerization; molecular weights - distribution and control; characterization of polymers; mechanical and viscoelastic properties; polymer structure in relation to utilization.,0.5,Chemistry 2411 or Engineering 2330
CHEM,3451,Physical Chemistry III,Quantum mechanics| spectroscopy and photochemistry.,0.5,Chemistry 2412 and Mathematics 2111
CHEM,3711,Bioinformatics,See Interdisciplinary Programs in Bioinformatics| Courses| Bioinformatics 3711| for full course description.,0.5,Bioinformatics 3711
CHEM,4011,Environmental Geochemistry,See Department of Geology| Courses| Geology 4011| for full course description.,0.5,Environmental Studies 4011/Geology 4011
CHEM,4111,Research Seminars,Seminars scheduled over fall and winter terms Course content is variable but closely related to the research project undertaken in Chemistry 4901. Students are required to present their research to the Department on a regular basis and to attend all seminars sponsored by the Department.,0.5,Chemistry 4901
CHEM,4131,Special Topic,Course content to be determined by instructor.,0.5,Permission of the Chair of the Department
CHEM,4191,Special Topics in Biological Chemistry,Selected topics in biological chemistry such as: computational tools in the discovery of medicinal drugs; biologically active inorganic compounds; drug design.,0.5,Chemistry 3251/Biology 3252 and permission of the Department
CHEM,4210,Principles of Medicinal Chemistry,Fundamental aspects and current methodologies in drug discovery| including: development processes| basic principles of drug action and pharmacology| and current experimental and computational methodologies used in drug discovery.,0.5,Chemistry 3251/Biology 3252
CHEM,4211,Organic Chemistry IV,Special topics in modern organic chemistry with an emphasis on stereochemistry and organic synthesis.,0.5,Chemistry 3231
CHEM,4212,Protein Biochemistry,Fundamental concepts and molecular mechanisms of protein function| including enzyme catalysis| receptor activation and transport proteins. Additional topics will include regulatory mechanisms| bionconjugation chemistry and molecular recognition with a focus on drug design| aberrant protein activity in disease| and medical diagnostics.,0.5,Chemistry 3271/Biology 3272 
CHEM,4213,Molecular Imaging,The course content will explore the trend towards personalized medicine using molecular imaging techniques including optical| SPECT| PET and MRI. Discussions on the chemical and biochemical principles underlying the design| synthesis| and evaluation of novel imaging probes in both the preclinical and clinical settings| as well as its future role in guiding and evaluating targeted therapeutics.,0.5,Chemistry 3271/Biology 3272 
CHEM,4214,Carbohydrate Chemistry,Carbohydrate structure| characterization| synthesis| biosynthesis| and biological functions. Key topics include saccharide structures and fundamental chemistry| classical and instrumental methods for carbohydrate analysis| protecting group strategy| glycoside synthesis| survey of glycoconjugate structure and biosynthesis| carbohydrate recognition and their biological functions| altered carbohydrate metabolism and diseases| and glycomedicine. ,0.5,Chemistry 3271/Biology 3272 
CHEM,4311,Inorganic Chemistry III,A survey of recent developments in inorganic chemistry.,0.5,Chemistry 3371
CHEM,4411,Physical Chemistry IV,Selected topics in advanced physical chemistry.,0.5,Permission of the instructor
CHEM,4515,Introduction to Medical Imaging,Covers the basics and medical applications of various medical imaging modalities including magnetic resonance imaging| ultrasound| X-ray| computed tomography| positron emission tomography and single photon emission computed tomography.,0.5,"Chemistry 1110 and 1130, one FCE in Physics, and four FCEs chosen from: Chemistry, Physics, Biology"
CHEM,4516,MRI Physics and Medical Applications,Will cover the physics and physical chemistry of nuclear magnetic resonance| signal acquisition| image formation| image artifacts and image contrast. Advanced medical applications may include a focus on the lungs| the heart| the musculoskeletal system and functional MRI of the brain.,0.5,"Chemistry 1110 and 1130, one FCE in Physics, and four FCEs chosen from: Chemistry, Physics, Biology"
CHEM,4571,Electroanalytical Chemistry,Electroanalytical techniques and their roles in modern analytical chemistry; fundamentals of electrode kinetics and reaction mechanisms; electrochemical methods; spectroscopic and microscopic techniques will be surveyed.,0.5,Chemistry 2411 or 3131
CHEM,4710,Advanced Research Methodology,A cross-disciplinary course in instrumental analysis and research methodology| primarily intended for students who are concurrently enrolled in a research course. Students choose three modules from a series of offerings that can include cell culture techniques| DNA sequencing| infrared spectroscopy| mass spectroscopy| optical microscopy| nuclear magnetic resonance spectroscopy| paper testing| sample/data management| scanning electron microscopy| and x-ray diffraction spectroscopy.,0.5,Permission of the Department
CHEM,4901,Honours Thesis,A research project and the accompanying written thesis concerning the research investigation which has been undertaken will be submitted to the Department.,1,Chemistry 4111
COMP,411,Elementary Computing,The development of good programs| simple system functions and the fundamental grammar of FORTRAN. Students will develop and write their own programs and run them in a time-sharing environment.,0.5,Grade 12 Mathematics
COMP,412,Elementary Computing for Foresters,An introduction to UNIX and components of an office suite package such as MS-OFFICE PROFESSIONAL. Students will be exposed to word processing| data analysis using spreadsheets and data structures using data bases| use of presentation software and web page construction. Programming using macros with applications will be presented using Visual Basic.,0.5,none
COMP,1411,Computer Programming I,A first course in programming given in C - mathematical problem solving| program development| C grammar and simple system functions. Students will develop and write their own programs and run them in a time-sharing environment.,0.5,One credit in Grade 12 U Mathematics recommended
COMP,1431,Computer Programming II,Substantially extends the programming skills development| with more complex programs| using advanced C and C++ features. Good programming style and documentation are stressed throughout. Advanced data types| program structures and other advanced topics in C and C++ languages are discussed.,0.5,Computer Science 1411
COMP,1990,Co-op Work Term I,none,0.5,Permission of the Chair of the Department
COMP,2412,Data Structures,The design and analysis of data structures and algorithms including Stacks| Link Lists| Trees| Graphs| Searching| Sorting and their complexity analysis. The theory is reinforced by working examples| laboratories| projects| and the use of abstract data types from the C and C++ standard libraries.,0.5,Computer Science 1431
COMP,2453,Introduction to Computer Architecture,Digital logic. Digital systems. Machine-level representation of data. Major component parts of a modern digital computer| namely| control unit| arithmetic and logic units| memory units and peripheral interfaces are studied.,0.5,Computer Science 1431
COMP,2476,Introduction to Assembly Language and Operating Systems,Assembly-level machine organization. Memory system organization and architecture. Writing simple I/O routines and interrupt handlers. Introduction to initialization and process management in a Unix or Unix-like operating system.,0.5,Computer Science 1431
COMP,2477,Object Oriented Programming,Java for software practitioners experienced in procedural languages| such as C. Concepts of object-oriented programming are shown and practiced through examples| exercises and assignments. Encapsulation| behavior| responsibilities| inheritance| polymorphism| exception and event handling| JDBC| and Java servelets will be used to incrementally build significant object oriented programs. Visual tools for building GUI objects and integrating them into programs.,0.5,Computer Science 2412
COMP,2990,Co-op Work Term II,none,0.5,Permission of the Chair of the Department
COMP,3213,Special Topics II,Directed studies and research under the guidance of a faculty member in an area of computer science. The student's transcript shall contain a title descriptive of the work accomplished under the course| if possible.,0.5,Permission of the Department
COMP,3413,Database Management Systems,The data base concept. The relational model. SQL and other database manipulation languages. Experience with a modern database environment. Normalization and logical database design. Database administration| physical database design.,0.5,Computer Science 2412 and 2477
COMP,3415,Software Engineering,An introduction to a spectrum of software engineering concepts: software requirement and specification| project planning and design| software development and testing| software process management| and software maintenance. Several of these topics of software design and testing will be explored in detail. Object-oriented methodology and UML will be used. A team project and class discussion will be an integral part of the course.,0.5,Computer Science 2412 and 2477
COMP,3473,Operating Systems,Processes and device handlers and their implementation| communication and synchronization. Synchronization primitives. Process allocation. Memory management. The software required to support a virtual memory system. Resource allocation algorithms. File system implementation. Security and protection. System implementation strategies. The evolution of computer systems: batch processing| multiprogramming| multi-processing| real-time| time-sharing| distributive systems. Each student will design and implement a module for an operating system kernel.,0.5,"Computer Science 2412, 2453 and 2476, or permission of the Department"
COMP,3990,Co-op Work Term III,none,0.5,Permission of the Chair of the Department
COMP,3992,Co-op Work Term IV,none,0.5,Permission of the Chair of the Department
COMP,4411,Programming Languages,The basic elements of programming languages and programming paradigms are explored. A kernel language approach based on Mozart OZ is used to teach programming that situtates most of the widely-known programming paradigms (including imperative| object-oriented| concurrent| logic| and functional) in a uniform setting that shows their deep relationships and how to use them together. The kernel approach is compared to the approaches used by variety of dedicated languages (e.g. SALSA| ProfessorJ| ML| CLOS| Prolog).,0.5,Computer Science 2412
COMP,4413,Programming Language Processors,Compiler organization| compiler-writing tools| finite automata and regular expressions| context-free grammars| scanning and parsing| semantic checking| run-time organization| implementation of a run-time model| storage allocation| code generation| and optimization. Students will be required to implement a front-end compiler for a modern language.,0.5,Computer Science 4411
COMP,4431,Advanced Project,Students will be required to work in teams to design and implement a significant software system. Design decision making will include the application of basic sciences| mathematics| computer science| and business fundamentals. Written and oral presentations will be an integral part of the course. Modern programming and design methodology will be stressed throughout.,0.5,Computer Science 2477 and 3415
COMP,4432,Advanced Game Programming Project,Students will be required to work in teams to design and implement a significant multiplayer game. Design decision-making will include the application of basic sciences| mathematics| computer science| and business fundamentals. Written and oral presentations will be an integral part of the course. Modern programming and design methodolgy will be stressed throughout.,0.5,Computer Science 2477 and 3415
COMP,4433,Algorithm Design and Analysis,Design of algorithms and analysis of required time and space resources for execution. Lower bounds for resource requirements. Problems in arithmetic| order statistics| set manipulation| string matching| graph theory. Polynomial time| P| and non-deterministic polynomial time| NP| computable algorithms. NP complete problems.,0.5,"Computer Science 2412 and Mathematics 1271, 1272"
COMP,4451,Theory of Computing,Abstract computation devices| finite automata| pushdown| and linear-bounded automata. Turing Machines| or equivalent| as transducers and as acceptors. Connections with classes of languages and term-rewriting systems. Deterministic and non-deterministic computability. Introduction to logic programming via resolution-unification algorithms.,0.5,"Computer Science 2412 and Mathematics 1271, 1272"
COMP,4453,Computer Networks and Distributed Systems,An introduction to the concepts of Computer Networks: LAN| WAN| communication protocols| inter-process communication/synchronization. Concurrent programming and distributed systems. Real-time systems.,0.5,Computer Science 3473
COMP,4471,Computer Graphics,Topics include raster graphics| graphics architectures| application programmer's interface| interactive graphics| two and three dimensional computer graphics primitives and attributes| transformations| viewing| animation| hidden surface removal| colour and shading| and curves and surfaces. Course topics will be related to game programming applications and assigned work will employ course material in the construction of two and three dimensional games.,0.5,Computer Science 2412
COMP,4475,Topics in Artificial Intelligence,Introduction to artificial intelligence (AI) and its applications. Topics include several of the following: logic and reasoning| AI languages| state-space search| heuristics| constraints-satisfaction problem| game-problem solving| planning| machine learning| agent and multi-agents programming| neural networks| genetic algorithms and reasoning about uncertainty. Students will design and implement a medium scale project related to game programming as part of the course requirements.,0.5,Computer Science 2412
COMP,4476,Cryptography and Network Security,Topics include conventional encryption| public-key cryptology| authentication and digital signatures| key distribution| IP security| web security| and network management security.,0.5,Computer Science 2477
COMP,4478,Games Design Patterns,A model is presented to support the design and analysis of games through the use of games design patterns. The model consists of a structural framework to describe the components of games| and patterns of interaction that describe how components are used by players (or a computer) to affect various aspects of the game play. Object-oriented game design patterns are used extensively requiring proper abstractions and decoupling. The results are gaming systems that can be easily modified| upgraded or adapted. The student will develop several games (e.g. single| multiplayer and mobile games) through the course assignments and projects.,0.5,Computer Science 2477
COMP,4479,Reading and Research in Computer Science,none,0.5,Yes
COMP,4990,Co-op Work Term V,none,0.5,Permission of the Chair of the Department
COMP,4992,Co-op Work Term VI,none,0.5,Permission of the Chair of the Department
ECON,1100,Principles of Economics,Definition of the economic problem. Theory of the firm. Theory of competitive supply. Theory of demand. Monopoly and other market forms. Markets for land| labour| and capital. Income distribution. National income determination and causes of unemployment and inflation. Economic fluctuations and growth. International trade. Flexible and fixed foreign exchange rates. Canadian economic problems and policies.,1,none
ECON,2014,Basic Economics - Theory,Statement of the economic problem. Theory of the firm. Theory of demand. Operation of markets and determination of prices. National income determination. The reasons for international trade.,0.5,none
ECON,2017,Microeconomics I,Intermediate microeconomic theory with special emphasis on applications. Topics include: demand theory and measurement| production and cost theory and measurement| market structure and pricing behaviour| pricing practices| regulation and antitrust law.,0.5,Economics 1100
ECON,2037,Microeconomics II,A continuation of Microeconomics I. Topics include: welfare economics| public goods| externalities| information theory| principal-agent problems and game theory.,0.5,Economics 2017
ECON,2115,Economic Statistics I,An introduction to probability; random variables| discrete distributions. Analysis of data: measure of dispersion and location; normal| t| chi-square and f tests| contingency tables| analysis of variance; linear regression and correlation.,0.5,Economics 1100
ECON,2117,Economic Statistics II,Extends the material covered in Economics 2115. Random variables. Probability distributions. The density function. Binomial| normal| and other distributions. Conditional distribution. Independence and covariance. Estimation and estimators. The principle of maximum likelihood. Hypothesis testing. Bivariate and multivariate regression and correlation. The least-squares method. The crucial role of assumptions. The application of statistics to economics is illustrated with lifelike problems throughout.,0.5,Economics 2115
ECON,2203,Macroeconomics,National income determination| classical and Keynesian theories of employment| interest and money. Analysis of business cycles| inflation and economic growth. Policy for growth| stability and full employment| in the light of recent theoretical developments.,1,Economics 1100
ECON,2212,Environmental Economics,An examination of the linkage between economic activity and the environment. Topics include the valuation of environmental amenities| market failure| optimal pollution levels| incentive compatible regulation including pollution permit trading and a comparison of policy in Canada and other countries.,0.5,Permission of the Department
ECON,2231,Health Economics,Economic analysis of the provision of health care services. Patterns of consumer and producer behaviour; the functioning and regulation of markets for health care; policy issues in the supply of health care services in Canada.,0.5,Permission of the Department
ECON,2511,Locational Economics,The geographical view of economic activities| examining spatial organization and spatial interaction within and between local| regional| and world economies. Locational characteristics of primary| secondary and tertiary activities are evaluated| focusing on topics of current concern.,0.5,Economics 1100
ECON,3111,Labour Economics,An examination of the determination of wages| employment and unemployment. Topics include: theories and applications of labour demand and labour supply| unions| unemployment| discrimination and labour market policy.,0.5,Economics 1100
ECON,3114,International Finance,The balance of payments and its adjustment. The foreign exchange market. Fixed versus flexible exchange rates. Internal-external balance. Demand for international reserves and international liquidity. Capital movements: long and short term. The Eurodollar market. The international monetary system. Canadian-U.S. financial relationships| Canada under floating exchange rates.,0.5,Economics 1100
ECON,3117,Mathematical Economics I,The nature of mathematical economics. Linear economic models. Comparative statics. Optimization: a special variety of equilibrium analysis. Lagrange multipliers. Shadow prices.,0.5,Economics 2017 or permission of the instructor
ECON,3131,Benefit-Cost Analysis/Project Appraisal,Methods of evaluating private and public projects; decision rules| efficiency conditions and methods of conducting cost-benefit analysis| case studies and applications of the techniques.,0.5,Economics 1100
ECON,3133,Regional Economics,Economic characteristics of Canadian regions. Models of regional income determination and growth. The effects of space on the price system. Spatial mobility of production factors. Issues in regional policy.,0.5,Economics 1100 or Geography 2511
ECON,3211,Economic Development,Theories of economic growth and development are examined in the context of developing countries. Sources of growth| barriers to development| and the role of government in development are emphasized.,0.5,Economics 1100
ECON,3214,History of Economic Thought,A selective examination of economic writings of the 18th| 19th and 20th centuries. The classical economists: Adam Smith| David Ricardo and J.S. Mill. The neo-classical economists: Karl Menger| W.S. Jevons| Leon Walras and Alfred Marshall. Comparisons between earlier writings and modern approaches to microeconomics and macroeconomics. The development of value theory in economics. Methodological aspects of economic analysis and policy. Students will be expected to read selected parts of the original sources and commentaries on these sources.,0.5,Economics 1100
ECON,3215,Money and Banking,An introduction to economics of financial markets and financial institutions| the roles of money and the tools| objectives| and practice of monetary policy.,0.5,Economics 1100
ECON,3313,Public Finance,An introduction to the economics of the public household. Emphasis will be placed on the theory governing tax and expenditure policies. The efficiency of alternative policies will be compared from the viewpoints of allocation| distribution and stabilization criteria. Includes an examination of Canadian tax and expenditure policies.,0.5,Economics 1100
ECON,3319,Economic History,World economic history| especially European experience and its impact on North American development. Evolution of the Canadian economy| its institutions and policies. Theories and methods of economic history. Reviews of classic and recent writing in Canadian and general economic history.,0.5,Economics 1100
ECON,3412,Industrial Organization,Study of markets with emphasis on monopoly and oligopoly. Topics include product differentiation| entry deterrence| predation| collusion| advertising| vertical restraints| mergers| research and development| strategic behaviour and antitrust policies in Canada| U.S. and the European Union.,0.5,Economics 1100
ECON,4111,International Trade,Ricardian and Heckscher-Ohlin models of international trade. The factor-price equalization theorem. Application of the Heckscher-Ohlin model: the Stolper-Samuelson and the Rybczynski theorems. Tariffs| trade controls and trade liberalization.,0.5,Economics 2017 and 2037
ECON,4117,Mathematical Economics II,A continuation of Mathematical Economics I. Further selected applications of calculus and linear algebra. Equilibrium analysis in economics. Dynamic analysis and stability analysis.,0.5,Economics 3117
ECON,4217,Econometrics and Forecasting,Estimation| forecasting specification problems| statistical inference and hypothesis testing| linear and dynamic models. Computer application using selected examples from business and economics.,0.5,"One of Economics 2117, Business 1066, Mathematics 2311, Geography 2271 or permission of the Chair of the Department"
ECON,4217,Econometrics and Forecasting,Estimation| forecasting specification problems| statistical inference and hypothesis testing| linear and dynamic models. Computer application using selected examples from business and economics.,0.5,"One of Economics 2117, Business 1066, Mathematics 2321, Geography 3231 or permission of the Department"
ECON,4230,Cliometric Analysis,Cliometrics is the study of economic history that emphasizes the frequent use of statistical and regression estimation techniques. This course applies basic quantitative empirical methods to research in economic history as well as examines techniques of data collection| data management and the design of quantitative history projects. Students will be introduced to the rich literature in quantitative economic history via selected research topics in wealth| economic demography and fertility| nutrition| economic development and industrialization and regional economic history. Part of the course will involve designing and implementing a data collection and analysis project using either historical micro data or macro data.,0.5,Economics 2115/2117 or Business 1066 or permission of the instructor
ECON,4531,Natural Resource Economics,Renewable versus nonrenewable resources. Role of natural resources in the Canadian economy. Theory of nonrenewable resource exhaustion. Scarcity indicators. Resource taxation. Optimal management of renewables: forests and fisheries.,0.5,Economics 2017 and 2037 or 2014
ECON,4611,Special Topics,Honours level course. Subject matter determined by the needs and interests of the participating students and faculty.,0.5,Permission of the Department
ECON,4901,Honours Thesis,Students are required to select a topic and complete a bibliography by the end of September. A faculty advisor (or advisors) will be assigned at that time. The thesis is due in final format at the end of March of the graduating year.,1,Permission of the Department
EDUC,190,Student Teaching,Supervised practicum| in the first year of the Native Language Instructors' Program| NLTC section| which deals with planning and implementation of Native Language programs. At each level| there are four parts: (a) student teaching; (b) planning sessions; (c) assemblies; (d) workshops.,0.5,See the Native Language Teacher's Certification (NLTC) Program and Native as a Second Language Diploma Program (NASL).
EDUC,290,Student Teaching,Supervised practicum| in the second year of the Native Language Instructors' Program| NLTC section| which deals with planning and implementation of Native Language programs. At each level| there are four parts: (a) student teaching; (b) planning sessions; (c) assemblies; (d) workshops.,0.5,See the Native Language Teacher's Certification (NLTC) Program and Native as a Second Language Diploma Program (NASL).
EDUC,390,Student Teaching,Supervised practicum| in the third year of the Native Language Instructors' Program| NLTC section| which deals with planning and implementation of Native Language programs. At each level| there are four parts: (a) student teaching; (b) planning sessions; (c) assemblies; (d) workshops.,0.5,See the Native Language Teacher's Certification (NLTC) Program and Native as a Second Language Diploma Program (NASL).
EDUC,450,Mathematics Competency Exam (Primary-Junior),The mathematics competency exam (P/J) is offered in early September and early March and must be passed at the 75% level. This exam ensures that all students understand basic mathematical concepts at the Grade 6/7 level.,0,May only be taken by Education students in the Professional Year.
EDUC,451,Mathematics Competency Exam (Junior-Intermediate),The mathematics competency exam (JI) is offered in early September and early March and must be passed at the 75% level. This exam ensures that all students understand mathematical concepts at the Grade 8/9 level. ,0,May only be taken by Education students in the Professional Year.
EDUC,910,Special Topics,A half-course on a selected topic in Education.,0.5,Yes
EDUC,1351,"NASL Methods, Part I",An introduction to the general principles of Native language teaching| stressing development of listening comprehension and speaking skills. Structural and communicative approaches will focus at the lesson level. Micro-teaching will provide practice in the teaching methods under study. Emphasis on lesson planning.,0.5,See the Native Language Teacher's Certification (NLTC) Program and Native as a Second Language Diploma Program (NASL).
EDUC,1352,"NASL Methods, Part II",A continuation of the topics of Part I| with the focus broadened to the unit level. The practicum will encourage originality within the bounds of Native language teaching criteria| in the preparation of teaching units.,0.5,See the Native Language Teacher's Certification (NLTC) Program and Native as a Second Language Diploma Program (NASL).
EDUC,1353,"NASL Methods, Part III",Consolidation and extension of the principles and techniques presented in Parts I and II with emphasis on reading and writing skills and the relation of the NASL program to the school and community. Focus will be on planning a full year's program. A supervised practicum will provide opportunity to apply skills being learned by teaching a class on one of the following levels: elementary| secondary| adult.,0.5,See the Native Language Teacher's Certification (NLTC) Program and Native as a Second Language Diploma Program (NASL).
EDUC,1354,"NASL Methods, Part IV",An examination of the psychology of Native language learning as it relates to other content learning| literacy| analytic skills and literature appreciation. A supervised practicum will provide opportunity to teach a class at a level other than the one taught in Part III.,0.5,See the Native Language Teacher's Certification (NLTC) Program and Native as a Second Language Diploma Program (NASL).
EDUC,1410,Aboriginal Education Foundations,An introduction to Aboriginal Education in Canada. A critical examination of historical and contemporary issues in education illuminating the impact of federal| provincial and local policies on the near demise of and recent efforts to revitalize Aboriginal languages and cultures. An exploration of recent literature that highlights culturally appropriate and culturally based Aboriginal education grounded in Aboriginal philosophies and the goal of self-determination promoting an understanding and appreciation of Aboriginal perspectives. Strategies for integrating this knowledge into personal understanding and into the work and practice of educators.,0.5,none
EDUC,1499,Introduction to the Foundations of Education,An introduction to the foundations of educational study as a discipline of inquiry. This course will centre on theories of knowledge: what counts as knowledge| how knowledge is passed on in schools| who controls the dissemination of knowledge in schools and how| the history of schooling and moral and social analysis of schooling.,0.5,none
EDUC,1571,Introduction to Teaching,A survey of teacher ethics| classroom management skills and record keeping and planning procedures| with special attention to the relationship of core language teachers to the total school experience. Identification and use of standard classroom materials and equipment will form part of the course.,0.5,See the Native Language Teacher's Certification (NLTC) Program and Native as a Second Language Diploma Program (NASL).
EDUC,1572,The Development of the Child,An examination of the physical| mental| emotional| and spiritual characteristics of children and youth through elementary and secondary school years| with emphasis on the implications in language teacher interaction. The project will entail production of language teaching material suitable to primary| junior| intermediate and senior divisions.,0.5,See the Native Language Teacher's Certification (NLTC) Program and Native as a Second Language Diploma Program (NASL).
EDUC,1573,Current Issues in (Native) Language Education,Background for this course will be laid by surveying the policies of educational agencies and professional organizations| the regulations of the Ontario Ministry of Education and other sources of help for the language teacher. Students will identify common problems facing language teachers and identify appropriate solutions to these problems. Students will also be required to complete a curriculum project that identifies and meets the needs of the local school and relates to Ministry guidelines.,0.5,See the Native Language Teacher's Certification (NLTC) Program and Native as a Second Language Diploma Program (NASL).
EDUC,1574,Approaches to Bilingual Education,An examination of bilingual education| its strengths and weaknesses| problems and opportunities. Factors in language maintenance and in the selection of bilingual education models will be studied. Each student will prepare curriculum material suitable for one of the models.,0.5,See the Native Language Teacher's Certification (NLTC) Program and Native as a Second Language Diploma Program (NASL).
EDUC,1599,Student Teaching,Supervised fall and winter practicum in the fourth year of the Native Language Instructors' Program is a required course to complete six prescribed assignments.,0.5,See the Native Language Teacher's Certification (NLTC) Program and Native as a Second Language Diploma Program (NASL).
EDUC,2010,The Mathematics Curriculum for P/J Teachers,Topics include mathematics concepts and processes as needed by prospective teachers for effective and conceptually-rich classroom teaching. As well as examining the conceptual underpinnings to essential mathematics topics across the Ministry of Education's five strands the course will include a focus on modeling and reasoning as needed to support problem-based learning. Standard and non-standard algorithms will be developed via inquiry| modeling and sense-making.,0.5,none
EDUC,2011,The Mathematics Curriculum for J/I Teachers,Topics include mathematics concepts and processes which prospective teachers require for effective and conceptually-rich classroom teaching. As well as examining the conceptual underpinnings to| and connections within| middle to upper elementary and junior secondary mathematics topics| the course will include a focus on modeling and reasoning as needed to support problem-based learning. Standard and non-standard algorithms will be developed via inquiry| modeling and sense-making.,0.5,none
EDUC,2110,Foundations in Mathematics Education,An introduction to primary (K-3) mathematics pedagogy and mathematical content. Young children's mathematical development will be explored including typical models| strategies and big ideas developed in traditional and inquiry classrooms as well as in the home and community.,0.5,none
EDUC,2130,Teachers of Aboriginal Learners,A survey of the social| mental and general health conditions of Aboriginal people in association with relevant historical contexts| covering a) an exploration of how to distinguish social| medical and mental health conditions that affect learning from learning disabilities| b) helping tools for educators working with at-risk youth| and for liaising with relevant counselling| social work| mental health and medical professionals on behalf of youth and their families| c) existing support networks available to Aboriginal youth and their families within Aboriginal communities| and d) literature on Aboriginal helping approaches.,0.5,none
EDUC,2150,"Literacy and the Aboriginal Child, Birth - Age 8",Based on a social constructivist| reader response perspective on literacy teaching and learning| students will be introduced to theory and exemplary practices which support the early literacy development of Aboriginal children from birth to age 8. Students will have opportunities to study and address challenges they may encounter as literacy teachers in the development of young children's oral reading and writing proficiency. They will begin to develop professional knowledge and worldviews| Aboriginal children's literature and resources and children's engagement and response through print and multiliteracies.,0.5,none
EDUC,2399,Contemporary Educational Thought,A critical enquiry into current thinking in educational foundations. Topics may include gender| First Nations issues| multiculturalism| post-colonial thought| the moral nature of teaching| and epistemologies of teaching and learning.,0.5,none
EDUC,3011,Introduction to Teaching French as a Second Language (FSL),Students will develop their knowledge and understanding of French language acquisition and will be introduced to curriculum and pedagogy for teaching French as a second language with a particular focus on language learning. Both written and spoken French competency is a prerequisite; a competency test is also required. A background involving formal education in French programs or schools would be an asset.,0.25,none
EDUC,3013,Early Reading,Reading instruction information including strategies and materials suited for teaching young children to read. Intended to supplement the Early Literacy course| Education 4013| in the Professional Year.,0.25,none
EDUC,3014,Physical Sciences in the PJ Curriculum,Specific instruction on the content material necessary for teaching the physical sciences as mandated in the current Ontario curriculum. Intended to augment the Science and Technology course| Education 4014| in the Professional Year.,0.25,none
EDUC,3110,Mathematics Education Advanced Lab,An advanced course in the mathematics pedagogy and mathematical content of children in elementary schools. Topics explored in Education 4050 will be extended within the lab setting with particular attention to instruction in Aboriginal Communities.,0.5,Education 2110
EDUC,3130,"Aboriginal Parents, Families and Communities",An exploration of traditional and contemporary child rearing practices in the education of the whole child that includes parents| families| and communities. Methods and strategies of respectful approaches| problem solving techniques and positive role modeling to address cultural and linguistic diversity. An emphasis on the importance of oral and written communication| teaming| and the sharing of knowledge about children's learning development through parent and teacher partnerships.,0.5,none
EDUC,3131,Digital Learning and Teaching,Aboriginal students bring culturally-specific experiences of territory| land| and community focus to the learning environment. Effective literacy outcomes are supported as students build stories using Aboriginal languages| cultures and knowledge. Students will develop digital resources that give importance to Aboriginal history| bridge Aboriginal learning and current curriculum| and build digital platforms for success in classrooms.,0.5,none
EDUC,3150,"Literacy and the Aboriginal Child, Age 9 - 12",Teacher candidates will continue to build on the professional knowledge and skills developed in EDUC 2150| including professional knowledge about the development of Aboriginal children's (ages 9-12) oral language| reading and writing proficiency| with particular attention to children with special needs. They will extend their learning to include literacy| such as literacy across the curriculum| critical literacy| media and multiliteracies. An emphasis will be placed on the centrality of Aboriginal worldviews and children's constructions of their Aboriginal identity/ies| Aboriginal children's and Canadian multicultural children's literature and resources and response to text and diverse sign systems.,0.5,Education 2150
